review_id,source_id,acronym,titre,resume_complet,mon_label,note
171,763719,CLASS,CLear Air Situation for uaS:  Maturing ground based technologies for a real-time Unmanned Aerial System Traffic Management System (UTMS) to monitor and separate Unmanned Aerial System (UAS) traffic,"CLASS will bring the main technologies required for surveillance of Unmanned Aerial Systems (UAS) Traffic at a better level of maturity, allowing developing a pre-operational prototype of a UAS Traffic Management System (UTMS).CLASS will compose existing technologies to build the core functions of a UTMS: • real-time tracking (cooperative and non-cooperative) and display, • aggregation of relevant aeronautical data, • provide adjusted services  to each stakeholder (operators, ANSP, Authorities), • advanced functions such as geo-fencing (warn UAS pilot of unauthorised zones trespassing), geo-caging (warn UAS pilot if trespassing a pre-defined zone), conflict detection and resolution.CLASS follows mainly a bottom-up approach starting from technologies up to defining a system meeting users’ operational needs for UAS Traffic Management. CLASS will consider the outcomes of the project awarded for Work Area 1 which focuses on the concept of operation.First, CLASS will assess the performance of cooperative and non-cooperative UAS detection and tracking technologies through live experimentations. Data fusion will be developed to merge data of the same UAS detected by both cooperative and non-cooperative trackers.Secondly, a prototype of a real-time centralized UTMS will be developed. This platform will propose an overall view of both the planned and the current real-time UAS traffic situation. Advanced functions will be implemented.Finally, a demonstrator fed  by the real data acquired during the live experimentation, and by a UAS traffic simulator will be built. The outcomes will be evaluated through a series of Key Performance Indicators which will have been derived from the Concept of Operations.All along the project, results will be published and shared to the UAS and the ATM community. Conclusions and recommendations for follow up will be largely disseminated to enable UAS safely operations at large scale for the benefit of the growing UAS business.",,
172,687015,ERaCLE,invEstigation of pushing pRopeller engine Configurations trough wind tunneL Experiments,"ERaCLE will tackle the further developmet and eventual validation of a fast tool for the preliminary design of propeller based engine configurations from an acoustic point of view.This objective will be achieved throughout a WT test campaign to measure the near-field and far-field acoustic propagation of a pushing and wing mounted propeller-based propulsion, parameterized w.r.t. propeller design features, installation configurations, and different kind of aerodynamic flows generated by the wing through controlled boundary layers.WT test data will be collected, post-processed and exploited for further development and validation of a fast engineering toolset for the preliminary design of propeller-wing arrangements vs. acoustic performance. The design, manufacturing, assembling, and instrumentation of the WT model comprehensive of all the systems to perform the challenging research work are part of the Action.",,
173,101251523,LIME,Lithium based Innovation for Modular Energy,"LIME project, led by Ascendance (France), expert in hybrid electric propulsion technologies for aviation and aircraft integration), unites EXOES (France), an expert in thermal integration and battery packaging mainly for non-aeronautics sectors, RWTH Aachen University (Germany), a research organization renowned for battery engineering expertise, BASQUEVOLT (Spain) a pioneer in solid state battery cell technology) and the end-users (associated partners) ATR, AIRBUS, and DAHER. LIME aims to develop and demonstrate a TRL 4 battery system for hybrid-electric propulsion in Ultra-Efficient Regional Aircraft, targeting entry into service by 2035, with potential spin off to the SMR aircraft. Addressing the decarbonization of aviation, LIME objectives include (1) ensuring a safety-conforming, end-user-centric battery system; (2) designing a state-of-the-art battery system meeting CS25 needs; (3) prototyping a TRL4 battery system; (4) promoting flexibility and agility via a digital twin; (5) paving the way for EIS in 2035; and (5) maximizing the project's impact and benefits to Europe. The key innovations central to LIME and its partners include: Basquevolt's disruptive solid-state cell technology which offers enhanced safety and energy density; Exoes's advanced thermal management (immersive cooling) that ensures optimal battery performance; and Ascednance's, lightweight and safe composite casing which is vital for aviation applications. The methodology begins with defining the battery system requirements (from end users needs and safety requirements), followed by a preliminary design phase and a detailed design phase that cover these requirements. After validation, prototyping begins along with thorough testing. It ends with a synthesis of the project and its conclusions, assessment of integration options in regional aircraft and a roadmap to reach TRL 9 & EIS in 2035 of the product. The project is expected to last 24 months, and the consortium is asking for €5M.",,
174,234117,PICASSO,imProved reliabIlity inspeCtion of Aeronautic structure through Simulation Supported POD,"With aging engines and the increase of air traffic in the next 20 years, a central challenge in the aeronautical industry will concern the increase of the efficiency of maintenance which still represents around 20% of an operator’s indirect operating costs. This challenge is particularly important for metallic parts within the engine aircraft industry, because of the criticity of rotative components and the high temperature environment. Maintenance is directly related to the concept of Probability of Detection (POD) curves which are obtained by expensive experimental campaigns. Within the PICASSO project, we propose to evaluate the concept of using Non Destructive Testing low cost simulations to obtain Probability of Detection (POD) curves. The aim of PICASSO is therefore to build a new and original way to get simulation supported POD curves and to establish basis and recommendations for a future European standard for Qualification and Reliability of inspection for aircraft industry. The main economic impacts will be to ensure savings in costs concerning aircraft maintenance and engine development, improvements of time maintenance and elimination of unscheduled maintenance.",,
175,783211,SAFEDRONE,Activities on drone integration and demonstration in VLL operations,"The scope of the SAFEDRONE project is to acquire practical experience in Very Low Level (VLL) operations where general aviation, state aviation and optionally piloted aircrafts and drones will share the airspace. It is important to highlight that this project will have a clear practical focus which primary activities will be innovation, integration, and especially, demonstrating activities with flight tests.The specific objectives of SAFEDRONE are the following: 1. Demonstrate how to integrate general aviation, state aviation, optionally piloted aircrafts and drones into non-segregated airspace in a multi-aircraft and manned flight environment, in order to explore the feasibility of U-Space vision by 2019.2. Perform a large number of demonstrations in order to accumulate evidences and experience about the required services and procedures necessary to operate drones in a safe, efficient and secure way within U-Space.3. Validate proof of concept implementations of a large variety of U-Space services and procedures.4. Provide evidences to EASA and National Aviation Authorities to reinforce the safe integration of drones under U-Space for the different drone categories. Also, the lessons learnt and the technologies used during the project will be proposed to the different standardization bodies.5. Coordination with the recently approved SESAR-RPAS projects in order to align the demonstrations with the CONOPS and technological developments of these projects. 6. Increase the awareness of the advances in U-Space within Europe through the dissemination of the obtained results. Finally, SAFEDRONE consortium is formed by 2 private companies (INDRA and UNIFLY), 2 government-owned companies (IAI and ENAIRE), two aeronautical research centres (CATEC and CRIDA) and one university (University of Seville) obtaining a balance among accessing to novel technology, integration and operational experience, and orienting the demonstrations towards real market needs.",,
176,999904,SGO,JTI-Clean Sky 1-Systems For Green Operations-Integrated Technology Demonstrator,"SYSTEMS FOR GREEN OPERATIONS and DEMONSTRATORS: The Systems for Green Operations ITD was built on the previous large projects of collaborative research, focussing on studies on technologies and integration both on ground and in flight, related to electrical systems, on-board equipment, dedicated test benches and applications (for both small and large aircraft configurations). MAE (Management of Aircraft Energy), main demonstrators The Electrical Power Distribution Centre (EPDC HVDC chr(38) Power Electronic modules), was developed by Zodiac Aero Electric (Zodiac Aerospace group), and integrated on the PROVEN test rig at Airbus Toulouse from June 2015. Wing Icing Protection Systems: three different technology demonstrators were tested at NASA IRT in November 2012, with validation up to TRL4 they were i) a full electro-thermal ii) an electro-mechanical and iii) hybrid. Another component developed up to flight testing was the Primary Ice Detection System (PFIDS). MTM (Mission and Trajectory Management) main demonstrators: An electric wheel actuation innovative system, part of the Smart Operation on ground effort Green FMS (Green Flight management System) introduced new functionalities in the different phases of flight: in the climb phase, a Multi Criteria Departure Procedure allows the optimisation of either fuel consumption or of the noise impact on ground. In the cruise flight, and Optimised multistep control allow lower fuel consumption (and therefore emissions) compared with normal procedures and in the approach and landing phases, an improved CDA (Continuous Descent Approach) followed by an adaptive Increased Glideslope control, providing further potential benefits especially in the acoustic signature on ground. THE FLYING DEMONSTRATOR A320 e-FTD: in June 2016 the A320 MSN01 was configured for flight testing in test campaigns of More Electric Aircraft architecture, integrating the following items: the Liebherr 50kW e-ECS the Electrical Power Centre the PFIDS.",,
177,821328,IDEN,Innovative Distributed Electrical Network,"With the introduction of the more electric aircraft greater emphasis is placed on the power generation and  distribution architecture as a result of increased power demands and higher efficiency needs, as well as the interest in using electrical power for more flight critical applications. Together with the steady drive for reduced weight, increased reliability and reduced maintenance, this leads to the requirement for new approaches for the aircraft electrical supply generation and distribution, managed intelligently to maximise efficiency and ensure safe aircraft operation under all conditions.  The prime aim of the project is the design, development and test of an ‘Innovative Primary & Secondary Electrical Distribution Network for Regional A/C’ based upon state of the art power semiconductors and enhanced electrical energy management (E2-EM). The EPGDS to be designed comprising 2 Primary Power Centres - PPC, 4 Secondary Distribution Units - SDU, 2 AC/DC converters, solid-state based contactor/breakers - SSPC and externally provided System Supervisor & DC/DC converter interface between HV & LV primary bus bars. The system will be designed to interface to the REG Iron Bird facilities.The design of each LRU will be based upon the use of state of the art power semiconductor devices, innovative circuit topologies and embedded intelligence. A foundation stone of the EPGDS system is the effective modelling of each of the LRU’s and the overall system to enable the investigation of diverse operating conditions, permit verification of correct functionality and highlight any deficiencies at an early stage. In addition it will permit the use of automatic code generation of each LRU embedded controller.All designs will take into account the specification requirements for avionic equipment in order to facilitate future development to production & certification. Thermal, vibration and EMC survey of key elements will be performed.",,
178,323478,LIFEMOD,Enhanced material lifing model for rotating welded structures,"Green and sustainable engines require accurate and well documented material data for safe operation of the engines at optimum efficiency. The SAGE project aims at demonstrating open rotor engines and technologies to reduce fuel consumption, weight and increased efficiency of engine components. Structural integrity and safety of engine critical parts have to be considered with regard to design, manufacturing aspects and in-service maintenance and overhaul.The engine operating conditions, thermal and mechanical loads, material properties and other influencing parameters are affecting the Approved Life of the component. Extensive analysis, component & engine tests, and inspections during both component manufacturing and in-service have to be performed for verification. In particular, the regulations required for critical parts to fulfil appropriate damage tolerance criteria has to be considered, and the potential for failure from material, manufacturing and service induced anomalies within the Approved Life of the part. This means that the potential existence of various imperfections, defects and flaws in the component are recognized and are due to material issues, component design and manufacturing. This situation can be handled through the incorporation of fracture resistant design, process control and Non-destructive Testing (NDT).In fabricated components and structures different visual inspection and NDT methods are being used for weld inspection. The quality of the welds will determine the fatigue life of a component. This project will focus on welds made in IN718, both laser welds and TIG welds. Before testing the specimens will be NDT tested (WP2), then high cycle fatigue tested (WP4), creep fatigue tested (WP5), fracture surfaces examined (WP3), statistical analysis performed (WP6) and finally the lifing model developed (WP7). The model will then be put to use by the topic manager for design of green and sustainable engines.""""",,
179,287127,HighPMAAC,High Performance Modular Architecture of Acquisition and Control command system dedicated to test Electrical systems for Aeronautics,"The HighPMAAC project will create, design, develop and validate a new High Performance Modular architecture of Acquisition and Control Command system dedicated to test Electrical Systems for Aeronautics in an efficient way.This new architecture will allow easily to perform tests in an “independent way” at the Equipment Level. We’ll then be able to perform tests at System Level, providing a full integrated test system. We’ll use a distributed synchronized front-ends system, with high capabilities in terms of synchronized data acquisition rate, simulation, synchronized stimulation, modularity and adaptability.The architecture will be based on modular subsystems allowing operators to adapt easily the front-ends to the characteristics and needs of each equipment. Synchronization mechanisms and monitoring at high data rate allow performing secure integration tests with high quality of acquired data, for a fine exploitation of electrical behaviour propagation.The whole system is validated through the Electrical Test Bench and constitutes the Control and command system of this ETB. Associated to the dedicated wiring, it will be possible to supervise tests of Aircraft representative power networks. It is also important to note that this distributed system will include simulation capabilities, implementing """"Hardware In The Loop"""" possibilities and may address other application requiring combination of Supervision, Monitoring, high performance Data acquisition and exploitation.For this, the consortium -motivated by its will of sharing respective know-how- will invest in this project with the intention to being a key partner concerning this kind of needs in the future. It will set up the basic requirements of such a system, then conceive and develop the hardware and software solution. This will lead to increase competitiveness of the European aeronautic industry by reducing the tests and validation phases and thus reduce the time to market of the aeronautics products.""""",,
180,785472,INTELLICONT,Development and Manufacturing of Intelligent Lightweight Composite Aircraft Container,"Air cargo has experienced tremendous growth. Essential components and open field of technological advancement are air-cargo containers (ULDs) which have not followed the technological advances of aircraft structures and systems. The faced challenges are: reduce ULD and aircraft weight; enhance container fire/smoke detection and suppression; eliminate permanent moving and locking hardware; enhance flight safety, loading/unloading logistics and maintenance.  The main goal of the proposal is to develop, manufacture and validate a new intelligent lightweight aircraft cargo container with integrated functions for restrain, transportation, fire/smoke suppression, with sensing and wireless monitoring capabilities. The outlined approach entails development of a full composite ULD, manufactured by low cost, high output methods (pultrusion, RTM). Following common certification practice, a building block approach is employed to design and validate the container. A self-moving platform allowing the motion of the ULD inside and outside the aircraft. Low-cost and low-energy sensors in the container track status (ID, location, locking state) and detect critical events, fire/smoke, impacts and accidental misuse. The status of each container will be available to the pilots though a wireless communication network, such that problems would be detected and proper measures would be taken. Lab-scale and full-scale tests are proposed for the validation of the ULD. Obtained numerical and test data will pave the routes to certification and industrialization. The ambition of the project is to provide a major break-through in the state of the art of current ULD technology and aircraft cargo operations. Substantial impact is anticipated on the CleanSky program, the reduction of aircraft payload and weight, safety, maintenance and lean aircraft operation processes. INTELLICONT will be a game changer for the air-cargo industry with substantial broader impact on air-cargo handling operations.",,
181,864771,SafeNcy,SafeNcy - the safe emergency trajectory generator,"SafeNcy project aims at designing, developing, testing and validating a TRL5 on-board function for the FMS capable to support the pilot in the decision making process following an emergency situation with degraded and adverse conditions.Firstly, an emergency landing site selection algorithm will be developed, using a database of possible landing sites that is constantly updated via data-link connection with the airline Operating Control Centre (OCC) and which takes into account updated meteorological information and potential hazards. This landing site will minimize also the collateral effect of the emergency landing by selecting landing sites with a minimum population density and low risk propagation.Secondly, an on-board trajectory generation prototype will be developed in order to compute the best emergency trajectory from the aircraft to the selected landing site(s). This algorithm will also take into account the most up-to-date meteorological information, consider the degraded dynamics of the aircraft resulting from some failures, and will have a robust design allowing real-time capabilities. Finally, a thorough verification and validation campaign will be performed, developing an ad-hoc simulator for testing purposes and integrating it with a fault detection and identification external block provided by the Topic Leader.The consortium has been structured to gather and organise complementary expertise and capabilities to answer the project objectives. It is formed by two SMEs, CGX AERO (coordinator) and Metsafe; DSNA Services, the expertise and consultancy office of the French civil aviation; two universities, ENAC and UPC; and Eurocontrol, all supported by an internal advisory board composed of active pilots from large and low-cost airline, Aviation, Accident and Investigation, Human Factors and ATM experts, from the French Civil Aviation Authority, and Military pilots, human factors and flight dynamics experts from the French Air Force Academy.",,
182,687014,MACAO,Development of VOCs and ozone Micro-analysers based on microfluidic devices for Aircraft Cabin Air mOnitoring (MACAO),"The origins of pollutants inside the aircraft cabin are various. Ozone comes from outside, particularly when the aircraft is flying at high altitudes near the stratospheric ozone layer. In addition to the materials emissions, carbonyl species can be also produced in the cabin by reaction of ozone with unsaturated VOCs.Ozone and VOCs can cause acute respiratory problems, aggravate asthma and increase cardiopulmonary illnesses, with breathing discomfort, irritations and headaches after even short-term exposure.None real-time instruments have been currently developed and specifically designed to meet the constraints in a aircraft, i.e. compactness, security, automatic pressure correction, the autonomy towards a large pure gas cylinder necessary for both its operating and its analytical procedure (blank).The MACAO project aims at developing two analytical instruments to measure VOCs and ozone concentrations and based on microfluidic devices in order to address all the contraints mentioned above.This project will be built on the experience gained in analytical development based on real-time monitoring (CNRS Strasbourg, IN’AIR SOLUTIONS), microfluidics (INSA Toulouse, CNRS Strasbourg) or in electronics and software development (TRONICO) by the partners. For instance, the micro-analyser of BTEX recently developed in Strasbourg will be updated to measure other VOCs such as ethanol or acetone.The MACAO Project will be organised in 5 work Packages as follows :WP1 : Project ManagementWP2 : Specifications/state of the art/technological choicesWP3 : Development and validation of laboratory prototypesWP4 : Development and validation of integrated demonstratorsWP5 : Communication & DisseminationIn addition, the start-up IN'AIR SOLUTIONS (Partner 4) being responsible for marketing the developed instruments may take advantage of technological advances in this project, for all indoor environments (aircrafts, housing, workplaces, industrial sites, public buildings, …).",,
183,101101974,UP Wing,Ultra Performance Wing,"The Ultra Performance Wing project will validate, down select, mature and demonstrate key technologies and provide the architectural integration of “ultra-performance wing” concepts for targeted ultra-efficient Short/Medium Range aircraft (SMR),  i.e. 150-250 PAX and 1000-2000nm range.The project directly addresses the Clean Aviation objectives: fuel burn reduction of minimum 30% aircraft level, compared to the state-of-the-art reference Aircraft A321neo. UP Wing will consider 2 aircraft configurations, covering both exploitation horizons outlined in Clean Aviation impact objectives: a high aspect ratio SAF wing with turbofan engine targeting 10-13% and a dry high aspect ratio wing with open rotor up to 17% energy efficiency efficiency increase on wing level.UP Wing will develop the integrated high aspect ratio SAF wing up to TRL4 until the end of this project and will provide concepts studies for several dry wing configurations. The interdisciplinary European consortium, consisting of airframe integrators, industry, research establishments and academia will develop the related enabling technologies covering all relevant engineering disciplines. Performance monitoring considering Impact Monitoring in close collaboration with the architecture project will be done. For all technologies, the project objectives are broken down to individual targets to be monitored. Ground, wind tunnel and virtual testing are foreseen. Thanks to multidisciplinary optimisation the overall wing design for Configuration 1 will ensure the proper integration of all technologies up to TRL4. These results will be picked up in a second Clean Aviation phase achieving TRL6 until the end of the Clean Aviation programme.These Clean Aviation objectives are well aligned to the development plans of future aircrafts entering into service in 2035 (SAF SMR & H2 Regional), with  75% market penetration until 2050. Academia involved will ensure proper scientific exploitations via lectures, conference contributions, journal proceedings whereas the industrial partners will mature specific technology bricks to TRL4 and higher.",,
184,233805,PPLANE,Personal Plane: Assessment and Validation of Pioneering Concepts for Personal Air Transport Systems,"The PPlane project is a direct follow up study to Out-of-the-Box project that aimed to identify potential new concepts and technologies for future air transport and focused on a number of radical changes to the system rather than taking incremental steps.As a result of the Out-of-the-Box project, PPlane implements a systematic approach to radical and novel ideas for Personal Air Transport System (PATS). The project starts with the definition of several operational concepts and implements an optimisation model and several selection criteria to suggest and analyse new concepts for the personal air transport system of the future. The main selection criteria include: “Security and safety”, “Automation and Control”, “Environment”, and “Human Factors”. Horizontal areas such as technologies, regulation and affordability are considered in each of the above criteria. The resulting concepts are analysed and compared resulting in recommendations for implementation across Europe.The PPlane team is led by ONERA and comprises well known organisations in the field of aviation from different domains including industry, research and academic institutes. Additional external experts will be invited to the advisory board.PPlane’s objectives and methodology are an excellent match with the objectives of AAT.2008.6.3.3. """"Personal air transport systems"""" and in particular with AREA: 7.1.6.3 “Promising Pioneering Ideas in Air Transport” matching the expected impact of “assessing the viability or paving the way towards the realisation of the new ideas and concepts identified by ACARE”. Moreover, the definition of the PATS concepts will be built according to the ATM structure planned in SESAR.""""",,
185,233772,REACT4C,Reducing Emissions from Aviation by Changing Trajectories for the benefit of Climate,"The collaborative project REACT4C (Reducing Emissions from Aviation by Changing Trajectories for the benefit of Climate) has the objectives: (1) to explore the feasibility of adopting flight altitudes and flight routes that lead to reduced fuel consumption and emissions, and lessen the environmental impact; (2) to estimate the overall global effect of such ATM measures in terms of climate change. For a set of typical weather situations, 4D (location and time) cost functions will be determined that reflect the environmental and climate impact of aviation emissions. Current operational flight planning tools will be extended to account for environmental effects via these cost functions. Flight trajectories will be calculated for several optimisation targets: operational, economic and environmental. The associated impacts on the environment will be calculated. Practical rules for an environmentally friendly flight planning will be deduced. Concepts of future (green) aircraft that will be adapted and optimised for the new environmentally compatible flight routing will be developed and the associated mitigation gain of such aircraft will be estimated in terms of environmental and climatic impact. Finally, the results will be disseminated to stakeholders in the aviation sector, the science community and the general public, and the results will be prepared for further exploitation.",,
186,285681,VR-HYPERSPACE,The innovative use of virtual and mixed reality to increase human comfort by changing the perception of self and space,"VR-HYPERSPACE addresses the concerns expressed in ACARE’s Vision 2020 publication of changing demographics and increased urbanization resulting in society in 2050 and beyond needing more long-range transport for business and social-related mobility.  What is required is a radical approach to conventional thinking with regards to the internal and external dimensions of the cabin, and revolutionary methods to support passenger comfort and experience.  The challenge is how to place passengers in the minimum amount of physical space, while maintaining a high level of comfort and satisfaction? VR-HYPERSPACE will carry out fundamental research and development leading to a paradigm shift in relation to passenger comfort.  The project adopts radical approaches using virtual and mixed reality technologies to change perception of space, and more profoundly change the very perception of oneself.  Through the use of breakthrough and emerging methods and technologies, positive illusions will be created to make the passenger feel that they are in an extended space with others, looking well and feeling comfortable and able to carry out a wider range of activities than before possible.  Our vision is that regardless of future trends in aviation technology and future variations in the interior of airplane cabins that we could utilize ever advancing state-of-the-art virtual and mixed reality technology to enhance the experience of a passenger on an airplane.  As leaders in their field, the VR-Hyperspace consortium brings the scientific and technological excellence required to address the significant challenges of this high impact project.  The results are expected to not only provide significant contribution to future transport needs of beyond 2050, but potentially can provide breakthroughs for Europe’s social, economic, health, environmental and industrial challenges.""""",,
187,785407,cLEvER,Lightweight and rEliable Emergency exits and cabin footstep for fast Rotorcraft,"To save more lives, civilian rotorcraft operators need to reduce operating time in the Search and Rescue missions or Emergency Medical Services. The primary answer to this time saving challenge is firstly, increase the speed of the rotorcraft and secondly, develop some innovative rotorcraft sub-systems facilitating patients access to the rescuers and the rotorcraft. Coupled to speeder, safer, more environmentally friendly, and more cost-efficient demands for the next generation of rotorcraft, CLEVER project is a perfect response to this challenge. Participating to the LifeRCraft Fast Rotorcraft development lead by Airbus Helicopter, Vision Systems Aeronautics through the CLEVER project will focus on the two main sub-systems development in the rotorcraft access in period of urgency: the emergency exits and the cabin footstep. In addition, acoustical and optical performances enhancements are proactively proposed to reinforce pilot’s safety and passenger’s comfort. Being a recognized EASA Part 21G Tier One System Supplier, Vision Systems Aeronautics proposes to completely develop and produce enhanced lightweight and aerodynamically efficient innovative composite doors and cabin footstep for the Clean Sky 2 FRC program able to be shortly introduced in mass-production. From first concept study at TRL4, up-to final qualification and flight test campaign completion and support at TRL8, Vision Systems Aeronautics will be the Partner expected by the Topic Leader, proposing simultaneously innovations and safe production readiness. A total of three complete high performant doors (left cockpit, right cockpit and cabin) and one cabin footstep demonstrators will be produced to issue required qualification tests, to deliver first functional airworthy prototypes and to equip the flying ITD LifeRCraft demonstrator.",,
188,738039,EURECA,Enhanced Human Robot cooperation in Cabin Assembly tasks,"The EURECA project framework is dedicated to innovate the assembly of aircraft interiors using advanced human-robot collaborative solutions. A pool of devices/frameworks will be deployed for teaming up with human operators in a human-centered assistive environment, always ensuring safety requirements. Solutions are peculiarly designed for addressing both the working conditions and the management of the cabin-cargo installation process. EURECA aims at providing the following technologies:1. Lightweight Mobile Arm (LMA), an actuated moble platform equipped by a lightweight manipulator, will assist the assembly of light components. The LMA will perform autonomous tasks for assembly light and small components and it will cooperate with humans in handling and assemblying large, light and flexible compoents, navigating autonomously in the cabin and supplying the different parts by a passive trolley (transporter).2. Wearable upper arms exoskeleton will be used to assist the human operator in handling and assembling of heavy parts. The exoskeleton will improve the human ergonomics in handling heavy objects, allowing the execution of tasks where two or more people are necessary having a fast attach/detach interface.3. Continuous update and adaptation of a map of the aircraft’s cabin, including permanent/temporary obstacles (seats, exoskeleton structure, human operator moving, etc.) by RGB-D camera sensors mounted on the LMA. 4. A software platform, called Application Assistant, will enhance human-robot cooperation in all process  phases, supporting the generation of programs and the issuing of commands/requests by the users. The Application Assistant will be a layered architecture that will provide the users with different services in creating, scheduling and executing applications. The Application Assistant will implement multi-modular interfaces to humans, as a projector beam to give feedback to the user about the operation status and the actions to be taken.",,
189,308914,BRAINFLIGHT,Brain controlled aircraft flight using multiple feedback mechanisms,"Several studies have revealed that the activity of neurons is sufficiently capable of providing enough data to enable the control of an electronic device using solely signals provided by the brain. Project BRAINFLIGHT proposes the application of this kind of control in the world of aircraft, to enable people to control aircraft using only neural signals emitted from their brain. This kind of approach constitutes a novel concept for the control of these platforms, and was until recently only conceived as science fiction.The goal of project BRAINFLIGHT is to create a novel approach to aircraft control, and to assess the performance of this concept. This project is mainly focused on investigating what are the best approaches that allow fast learning to control an aircraft using brain signals, while allowing pilots to multitask. Project BRAINFLIGHT will test an innovative approach for brain control of flight, which takes advantage of the amazing ability that the brain has of learning to use novel tools using operant conditioning. The project will test how the use of this approach, as well as different feedback mechanisms for the pilot (visual and/or tactile), will affect learning and performance compared to conventional control. The project will also test the ability of pilots to multi-task using brain control by performing experiments where integration and interference between multimodal signals are investigated. In addition, if the control described above does not allow control of many degrees of freedom or allow for multitasking, we will test an alternative approach in which pilots will use their neural activity to select particular tactile sensory stimuli in order to control the aircraft.Finally, after the best approach and parameters are selected, the functionality of this brain control scheme will be tested in a high fidelity simulator as well as in a real life UAV, which will provide the basis for the applicability of this project to future transport systems.""""",,
190,101288499,NOMAD,Next-Gen Service Oriented Modular ATM Development for Enroute & TMA​,"The NOMAD project (Next-Gen Service Oriented Modular ATM Development for En-Route & TMA) addresses the SESAR 3 IR-02 WA3.1 call by defining, building, and validating the next generation of service-oriented, modular and multi-vendor ATM platform. Its ambition is to establish an agile, interoperable and future-proof environment for ATS provision, supporting the Digital European Sky vision (DES Phase D) and the connected objectives within the European ATM Master Plan. NOMAD is structured around two complementary solutions. Solution 1, Automated, Demand-Driven Air Traffic Control, pioneers advanced operational concepts, focusing on human–machine teaming and dynamic demand–capacity balancing. It leverages AI, data-driven methods, and digital communications to deliver resilient automation up to confined Level 4, support TBO, and enable silent, datalink-based ATC, Local DCB and many more operational and technical enablers. Solution 2, Service-Driven Next-Generation ATS Platform, develops the enabling technical foundations: a multi-vendor, cloud-native architecture with modular service integration, automated deployment and orchestration, and robust cyber-resilience. It ensures flexibility, scalability, and trust, enabling ANSPs to integrate services from multiple providers while meeting stringent security and certification requirements. A multidisciplinary consortium of ANSPs, ATM system providers, EFB providers, research institutions and industry partners ensures a genuine multi-vendor approach. NOMAD will deliver iterative validation simulations across multiple European sites, reaching TRL 6 with most operational and technical solutions, including a TRL7 Shadow exercise. By combining operational innovation with technical enablers, NOMAD will reinforce Europe’s leadership in ATM digitalisation, reduce costs and environmental footprint, enhance system resilience, increase competitiveness  and deliver societal benefits through safer, greener, and more reliable air transport.",,
191,271881,ADAVES,Advanced avionics equipment simulation,"The objective of the project is to develop a high fidelity and accuracy GPS system simulation, capable of being seemly integrated in Green Regional Aircraft (GRA) flight simulator.The development of a green FMS is an essential factor for integrating green technologies in GRA simulator and for achieving the following Clean Sky environmental goals.•50% reduction of CO2 emissions•80% reduction of NOx (nitrogen oxide) emissions•50% reduction of external noiseTo support the green FMS system development, a GPS simulator shall be developed taking into consideration that navigation scenarios presented by both NextGen (EUA) and  SESAR (UE) Master Plans.These Roadmaps present the FMS increasingly relying on GNSS systems, in particular the current SESAR 2020 Navigation roadmap considers the following scenario:•Primary aircraft positioning means will be satellite based for all flight phases",,
192,101102007,HERA,Hybrid-Electric Regional Architecture,"HERA will identify and trade-off the concept of a regional aircraft, its key architectures, develop required aircraft-level technologies and integrate the required enablers in order to meet the -50% technology-based GHG emission set in SRIA for a Hybrid-Electric Regional Aircraft.The HERA aircraft, having a size of approximately of 50-100 seats, will operate in the regional and short-range air mobility by mid-2030 on typical distances of less than 500 km (inter-urban regional connections). The aircraft will be ready for future inter-modal and multi-modal mobility frameworks for sustainability.The HERA aircraft will include hybrid-electric propulsion based on batteries or fuel cells as energy sources supported by SAF or hydrogen burning for the thermal source, to reach up to 90% lower emissions while being fully compliant with ICAO noise rules. The HERA aircraft will be ready for entry into service by mid-2030, pursuing to the new certification rules, able to interact with new ground infrastructure, supporting new energy sources. This will make HERA aircraft ready for actual revenue service offering to operators and passengers sustainable, safe and fast connectivity mean at low GHG emissionsHERA will quantitatively trade innovative aircraft architectures and configurations required to integrate several disruptive enabling technologies including high voltage MW scale electrical distribution, thermal management, new wing and fuselage as well as the new hybrid-electric propulsion and related new energy storage at low GHG. To support this unprecedented integration challenge, HERA will develop suitable processes, tools and simulation models supporting the new interactions, workshare in the value chain and interfaces among systems and components. HERA will also elaborate on the future demonstration strategy of a hybrid–electric regional aircraft in Phase 2 of Clean Aviation to support the high TRL demonstration required for an early impact for HERA solutions.",,
193,323543,L-CROR CTS,Low speed aerodynamic test of large CROR aircraft model in a closed test section,"Tests will be performed on a full model with installed CROR engines. The model will be mounted on a ventral sting, located at tunnel centre line. The model is provided with two powered Counter-Rotating propellers which are driven by two air motors (owned by the Topic Manager).The aim of the test is to determine the aerodynamic performance and stability & control characteristics of a CROR powered aircraft. During the test, innovative measuring techniques and hardware solutions will be used to assess the aerodynamic signature.The test will be performed in the 8mx6m closed test section of DNW-LLF.""""",,
194,267651,LUBEST,Performance and qualification tests of lubrication system equipment,"ULB-ATM will adapt its current test benches for lubrication equipment to the new requirements imposed by the CROR application. The lubrication equipment to be tested are lubrication pumping units (one at a time or several together), oil tanks, heat exchangers and various associated components as filters, valves and other accessories like sensors or monitoring devices.All tests will be performed with the double objective of validating the design of the lubrication components as well as characterizing their performance with the qualification requirements in mind.ULB-ATM has already obtained the qualification of its test benches from Techspace Aero for his """"clean oil"""" lubrication test bench and his """"polluted oil"""" test bench.""""",,
